"No.","Time","Source","Destination","Protocol","Length","Info"
"260","0.679959","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=91258 Ack=32234 Win=8211 Len=0"
"261","0.684765","192.168.1.12","159.180.236.246","TLSv1.2","235","Application Data"
"262","0.685125","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"263","0.685125","159.180.236.246","192.168.1.12","TLSv1.2","217","Application Data"
"264","0.685125","159.180.236.246","192.168.1.12","TLSv1.2","255","Application Data"
"265","0.685354","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=91439 Ack=33973 Win=8212 Len=0"
"266","0.685955","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"267","0.694950","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=33973 Ack=91511 Win=1025 Len=0"
"268","0.717040","Sagemcom_02:9b:34","Broadcast","0x7373","121","Ethernet II"
"269","0.721664","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"270","0.722172","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"271","0.722476","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"272","0.722714","192.168.1.12","159.180.236.246","TLSv1.2","775","Application Data"
"273","0.722955","192.168.1.12","159.180.236.246","TLSv1.2","245","Application Data"
"274","0.731476","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=33973 Ack=94359 Win=1025 Len=0"
"275","0.731476","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=33973 Ack=96504 Win=1025 Len=0"
"276","0.733113","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"277","0.733113","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"278","0.733349","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=96695 Ack=34117 Win=8211 Len=0"
"279","0.739912","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"280","0.740560","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"281","0.740560","159.180.236.246","192.168.1.12","TLSv1.2","314","Application Data"
"282","0.741174","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=96767 Ack=35752 Win=8212 Len=0"
"283","0.742054","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"284","0.751881","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=35752 Ack=96839 Win=1025 Len=0"
"285","0.770253","192.168.1.12","159.180.236.246","TLSv1.2","127","Application Data"
"286","0.771353","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"287","0.771908","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"288","0.772165","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"289","0.772450","192.168.1.12","159.180.236.246","TLSv1.2","776","Application Data"
"290","0.772752","192.168.1.12","159.180.236.246","TLSv1.2","259","Application Data"
"291","0.780595","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=35752 Ack=98336 Win=1025 Len=0"
"292","0.780595","159.180.236.246","192.168.1.12","TLSv1.2","138","Application Data"
"293","0.780595","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"294","0.780756","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=102111 Ack=35908 Win=8211 Len=0"
"295","0.782022","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=35908 Ack=102111 Win=1025 Len=0"
"296","0.782022","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"297","0.791408","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"298","0.791408","159.180.236.246","192.168.1.12","TLSv1.2","317","Application Data"
"299","0.791674","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=102111 Ack=37618 Win=8212 Len=0"
"300","0.792440","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"301","0.820375","159.180.236.246","192.168.1.12","TLSv1.2","539","Application Data"
"302","0.823565","192.168.1.12","159.180.236.246","TLSv1.2","235","Application Data"
"303","0.828676","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"304","0.828780","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"305","0.828831","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"306","0.828882","192.168.1.12","159.180.236.246","TLSv1.2","775","Application Data"
"307","0.830193","192.168.1.12","159.180.236.246","TLSv1.2","245","Application Data"
"308","0.843921","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=38103 Ack=103788 Win=1025 Len=0"
"309","0.843921","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=38103 Ack=106636 Win=1025 Len=0"
"310","0.843921","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=38103 Ack=107548 Win=1025 Len=0"
"311","0.843921","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"312","0.846009","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"313","0.846151","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=107548 Ack=38247 Win=8210 Len=0"
"314","0.853700","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"315","0.853700","159.180.236.246","192.168.1.12","TLSv1.2","358","Application Data"
"316","0.853775","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=107548 Ack=39926 Win=8212 Len=0"
"317","0.854042","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"318","0.861055","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"319","0.861144","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"320","0.861173","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"321","0.861210","192.168.1.12","159.180.236.246","TLSv1.2","776","Application Data"
"322","0.861232","192.168.1.12","159.180.236.246","TLSv1.2","259","Application Data"
"323","0.873073","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=39926 Ack=109044 Win=1025 Len=0"
"324","0.873073","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=39926 Ack=111892 Win=1025 Len=0"
"325","0.873073","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=39926 Ack=112819 Win=1025 Len=0"
"326","0.873073","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"327","0.879890","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"328","0.879890","159.180.236.246","192.168.1.12","TLSv1.2","318","Application Data"
"329","0.879946","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=112819 Ack=41637 Win=8212 Len=0"
"330","0.880283","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"331","0.887599","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"332","0.887774","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"333","0.887804","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"334","0.887831","192.168.1.12","159.180.236.246","TLSv1.2","775","Application Data"
"335","0.887852","192.168.1.12","159.180.236.246","TLSv1.2","245","Application Data"
"336","0.895994","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=41637 Ack=114315 Win=1025 Len=0"
"337","0.895994","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=41637 Ack=117163 Win=1025 Len=0"
"338","0.895994","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=41637 Ack=118075 Win=1025 Len=0"
"339","0.895994","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"340","0.899253","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"341","0.899287","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=118075 Ack=41781 Win=8211 Len=0"
"342","0.909303","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"343","0.909303","159.180.236.246","192.168.1.12","TLSv1.2","328","Application Data"
"344","0.909426","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=118075 Ack=43430 Win=8212 Len=0"
"345","0.909657","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"346","0.913918","159.180.236.246","192.168.1.12","TLSv1.2","559","Application Data"
"347","0.915008","192.168.1.12","159.180.236.246","TLSv1.2","235","Application Data"
"348","0.924474","192.168.1.12","159.180.236.246","TLSv1.2","127","Application Data"
"349","0.925107","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=43935 Ack=118328 Win=1025 Len=0"
"350","0.931118","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"351","0.931371","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"352","0.931493","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"353","0.931650","192.168.1.12","159.180.236.246","TLSv1.2","776","Application Data"
"354","0.932617","192.168.1.12","159.180.236.246","TLSv1.2","259","Application Data"
"355","0.949221","159.180.236.246","192.168.1.12","TLSv1.2","138","Application Data"
"356","0.949221","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=44019 Ack=121249 Win=1025 Len=0"
"357","0.949221","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=44019 Ack=123395 Win=1025 Len=0"
"358","0.949221","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"359","0.949473","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=123600 Ack=44091 Win=8209 Len=0"
"360","0.962341","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"361","0.962341","159.180.236.246","192.168.1.12","TLSv1.2","318","Application Data"
"362","0.962341","159.180.236.246","192.168.1.12","TLSv1.2","507","Application Data"
"363","0.962756","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=123600 Ack=46183 Win=8212 Len=0"
"364","0.963834","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"365","0.966296","192.168.1.12","159.180.236.246","TLSv1.2","235","Application Data"
"366","0.966540","192.168.1.12","159.180.236.246","TLSv1.2","283","Application Data"
"367","0.975439","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=46183 Ack=124082 Win=1025 Len=0"
"368","0.979566","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"369","0.987499","192.168.1.12","159.180.236.246","TLSv1.2","127","Application Data"
"370","0.997254","159.180.236.246","192.168.1.12","TLSv1.2","138","Application Data"
"371","1.007096","159.180.236.246","192.168.1.12","TLSv1.2","299","Application Data"
"372","1.007417","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=124155 Ack=46584 Win=8210 Len=0"
"373","1.014103","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"374","1.014589","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"375","1.014885","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"376","1.015150","192.168.1.12","159.180.236.246","TLSv1.2","775","Application Data"
"377","1.015346","192.168.1.12","159.180.236.246","TLSv1.2","239","Application Data"
"378","1.016472","192.168.1.12","159.180.236.246","TLSv1.2","245","Application Data"
"379","1.023345","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=46584 Ack=127003 Win=1025 Len=0"
"380","1.023345","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=46584 Ack=129148 Win=1025 Len=0"
"381","1.023345","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=46584 Ack=129524 Win=1025 Len=0"
"382","1.023345","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"383","1.025471","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"384","1.025703","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=129524 Ack=46728 Win=8210 Len=0"
"385","1.032859","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"386","1.032859","159.180.236.246","192.168.1.12","TLSv1.2","332","Application Data"
"387","1.033163","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=129524 Ack=48381 Win=8212 Len=0"
"388","1.034258","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"389","1.052282","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"390","1.052379","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"391","1.052426","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"392","1.052464","192.168.1.12","159.180.236.246","TLSv1.2","776","Application Data"
"393","1.052609","192.168.1.12","159.180.236.246","TLSv1.2","259","Application Data"
"394","1.061020","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=48381 Ack=131020 Win=1025 Len=0"
"395","1.061020","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=48381 Ack=133868 Win=1025 Len=0"
"396","1.061020","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=48381 Ack=134795 Win=1025 Len=0"
"397","1.061020","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"398","1.061020","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"399","1.061127","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=134795 Ack=48525 Win=8211 Len=0"
"400","1.070155","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"401","1.070155","159.180.236.246","192.168.1.12","TLSv1.2","337","Application Data"
"402","1.070319","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=134795 Ack=50183 Win=8212 Len=0"
"403","1.070948","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"404","1.089773","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"405","1.089956","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"406","1.090039","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"407","1.090116","192.168.1.12","159.180.236.246","TLSv1.2","775","Application Data"
"408","1.090175","192.168.1.12","159.180.236.246","TLSv1.2","245","Application Data"
"409","1.097887","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=50183 Ack=136291 Win=1025 Len=0"
"410","1.097887","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=50183 Ack=139139 Win=1025 Len=0"
"411","1.097887","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=50183 Ack=140051 Win=1025 Len=0"
"412","1.100168","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"413","1.100168","159.180.236.246","192.168.1.12","TLSv1.2","523","Application Data"
"414","1.100261","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=140051 Ack=50724 Win=8210 Len=0"
"415","1.101242","192.168.1.12","159.180.236.246","TLSv1.2","235","Application Data"
"416","1.107578","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"417","1.107578","159.180.236.246","192.168.1.12","TLSv1.2","322","Application Data"
"418","1.107795","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=140232 Ack=52367 Win=8212 Len=0"
"419","1.108493","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"420","1.116145","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"421","1.116286","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"422","1.116351","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"423","1.116410","192.168.1.12","159.180.236.246","TLSv1.2","776","Application Data"
"424","1.116470","192.168.1.12","159.180.236.246","TLSv1.2","259","Application Data"
"425","1.117957","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=52367 Ack=140304 Win=1025 Len=0"
"426","1.127160","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=52367 Ack=143152 Win=1025 Len=0"
"427","1.127160","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=52367 Ack=145298 Win=1025 Len=0"
"428","1.127160","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"429","1.141215","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"430","1.141215","159.180.236.246","192.168.1.12","TLSv1.2","317","Application Data"
"431","1.141443","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=145503 Ack=54077 Win=8212 Len=0"
"432","1.142142","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"433","1.185556","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=54077 Ack=145575 Win=1025 Len=0"
"434","1.188146","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"435","1.188702","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"436","1.188983","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"437","1.189209","192.168.1.12","159.180.236.246","TLSv1.2","775","Application Data"
"438","1.189364","192.168.1.12","159.180.236.246","TLSv1.2","245","Application Data"
"439","1.197255","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=54077 Ack=148423 Win=1025 Len=0"
"440","1.197255","159.180.236.246","192.168.1.12","TLSv1.2","667","Application Data"
"441","1.197255","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=54690 Ack=150568 Win=1025 Len=0"
"442","1.197255","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"443","1.197645","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=150759 Ack=54762 Win=8209 Len=0"
"444","1.199815","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"445","1.205427","192.168.1.12","159.180.236.246","TLSv1.2","235","Application Data"
"446","1.207363","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"447","1.207363","159.180.236.246","192.168.1.12","TLSv1.2","337","Application Data"
"448","1.207512","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=150940 Ack=56492 Win=8212 Len=0"
"449","1.208011","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"450","1.217050","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=56492 Ack=151012 Win=1025 Len=0"
"451","1.229583","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"452","1.229717","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"453","1.229787","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"454","1.229854","192.168.1.12","159.180.236.246","TLSv1.2","776","Application Data"
"455","1.229891","192.168.1.12","159.180.236.246","TLSv1.2","259","Application Data"
"456","1.237880","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=56492 Ack=153860 Win=1025 Len=0"
